t_sec,pid,parent,name,ws_mb,pb_mb
565.2,27248,36468,msedgewebview2.exe,107.5,55.3
575.4,6888,27996,audio_server.exe,67,47
575.4,19212,28280,audio-desktop.exe,36.5,7.1
575.4,36468,19212,msedgewebview2.exe,141.2,46.5
575.4,35368,19212,audio_server.exe,39.8,22.6
575.4,32716,36468,msedgewebview2.exe,13.8,3
575.4,36700,36468,msedgewebview2.exe,94.8,141.6
575.4,15636,36468,msedgewebview2.exe,40.2,12.7
575.4,24752,36468,msedgewebview2.exe,21.8,8.9
575.4,27248,36468,msedgewebview2.exe,107.5,55.3
585.7,6888,27996,audio_server.exe,67,47
585.7,19212,28280,audio-desktop.exe,36.5,7.1
585.7,36468,19212,msedgewebview2.exe,141.2,46.5
585.7,35368,19212,audio_server.exe,39.8,22.6
585.7,32716,36468,msedgewebview2.exe,13.8,3
585.7,36700,36468,msedgewebview2.exe,94.8,141.6
585.7,15636,36468,msedgewebview2.exe,40.2,12.7
585.7,24752,36468,msedgewebview2.exe,21.8,8.9
585.7,27248,36468,msedgewebview2.exe,107.5,55.3
595.9,6888,27996,audio_server.exe,67,47
595.9,19212,28280,audio-desktop.exe,36.5,7.1
595.9,36468,19212,msedgewebview2.exe,141.2,46.5
595.9,35368,19212,audio_server.exe,39.8,22.6
595.9,32716,36468,msedgewebview2.exe,13.8,3
595.9,36700,36468,msedgewebview2.exe,94.8,141.6
595.9,15636,36468,msedgewebview2.exe,40.2,12.7
595.9,24752,36468,msedgewebview2.exe,21.8,8.9
595.9,27248,36468,msedgewebview2.exe,107.1,55.3
606.2,6888,27996,audio_server.exe,67,47
606.2,19212,28280,audio-desktop.exe,36.5,7.1
606.2,36468,19212,msedgewebview2.exe,141.2,46.4
606.2,35368,19212,audio_server.exe,39.8,22.6
606.2,32716,36468,msedgewebview2.exe,13.8,2.9
606.2,36700,36468,msedgewebview2.exe,94.7,141.6
606.2,15636,36468,msedgewebview2.exe,40.1,12.6
606.2,24752,36468,msedgewebview2.exe,21.8,8.9
606.2,27248,36468,msedgewebview2.exe,107,55.2
616.4,6888,27996,audio_server.exe,67,47
616.4,19212,28280,audio-desktop.exe,36.5,7.1
616.4,36468,19212,msedgewebview2.exe,141.2,46.4
616.4,35368,19212,audio_server.exe,39.8,22.6
616.4,32716,36468,msedgewebview2.exe,13.8,2.9
616.4,36700,36468,msedgewebview2.exe,94.7,141.6
616.4,15636,36468,msedgewebview2.exe,40.1,12.6
616.4,24752,36468,msedgewebview2.exe,21.8,8.9
616.4,27248,36468,msedgewebview2.exe,107,55.2
626.7,6888,27996,audio_server.exe,67,47
626.7,19212,28280,audio-desktop.exe,36.5,7.1
626.7,36468,19212,msedgewebview2.exe,141.2,46.4
626.7,35368,19212,audio_server.exe,39.8,22.6
626.7,32716,36468,msedgewebview2.exe,13.8,2.9
626.7,36700,36468,msedgewebview2.exe,94.7,141.6
626.7,15636,36468,msedgewebview2.exe,40.1,12.6
626.7,24752,36468,msedgewebview2.exe,21.8,8.9
626.7,27248,36468,msedgewebview2.exe,107,55.2
636.9,6888,27996,audio_server.exe,67,47
636.9,19212,28280,audio-desktop.exe,36.5,7.1
636.9,36468,19212,msedgewebview2.exe,141.2,46.4
636.9,35368,19212,audio_server.exe,39.8,22.6
636.9,32716,36468,msedgewebview2.exe,13.8,2.9
636.9,36700,36468,msedgewebview2.exe,94.7,141.6
636.9,15636,36468,msedgewebview2.exe,40.1,12.6
636.9,24752,36468,msedgewebview2.exe,21.8,8.9
636.9,27248,36468,msedgewebview2.exe,107,55.2
647.2,6888,27996,audio_server.exe,67,47
647.2,19212,28280,audio-desktop.exe,36.5,7.1
647.2,36468,19212,msedgewebview2.exe,141.2,46.4
647.2,35368,19212,audio_server.exe,39.8,22.6
647.2,32716,36468,msedgewebview2.exe,13.8,2.9
647.2,36700,36468,msedgewebview2.exe,94.7,141.6
647.2,15636,36468,msedgewebview2.exe,40.1,12.6
647.2,24752,36468,msedgewebview2.exe,21.8,8.9
647.2,27248,36468,msedgewebview2.exe,106.9,55.2
657.4,6888,27996,audio_server.exe,67,47
657.4,19212,28280,audio-desktop.exe,36.5,7.1
657.4,36468,19212,msedgewebview2.exe,141.2,46.4
657.4,35368,19212,audio_server.exe,39.8,22.6
657.4,32716,36468,msedgewebview2.exe,13.8,2.9
657.4,36700,36468,msedgewebview2.exe,94.7,141.6
657.4,15636,36468,msedgewebview2.exe,40.1,12.5
657.4,24752,36468,msedgewebview2.exe,21.8,8.8
657.4,27248,36468,msedgewebview2.exe,106.6,55.2
667.7,6888,27996,audio_server.exe,220.9,201.3
667.7,19212,28280,audio-desktop.exe,36.5,7.1
667.7,36468,19212,msedgewebview2.exe,141.2,46.4
667.7,35368,19212,audio_server.exe,39.8,22.6
667.7,32716,36468,msedgewebview2.exe,13.8,2.9
667.7,36700,36468,msedgewebview2.exe,94.7,141.6
667.7,15636,36468,msedgewebview2.exe,40.1,12.5
667.7,24752,36468,msedgewebview2.exe,21.8,8.8
667.7,27248,36468,msedgewebview2.exe,106.6,55.2
678,6888,27996,audio_server.exe,220.8,201.1
678,19212,28280,audio-desktop.exe,36.5,7
678,36468,19212,msedgewebview2.exe,141.2,46.4
678,35368,19212,audio_server.exe,39.8,22.6
678,32716,36468,msedgewebview2.exe,13.8,2.9
678,36700,36468,msedgewebview2.exe,94.7,141.6
678,15636,36468,msedgewebview2.exe,40.1,12.5
678,24752,36468,msedgewebview2.exe,21.8,8.8
678,27248,36468,msedgewebview2.exe,106.6,55.2
688.3,6888,27996,audio_server.exe,220.8,201.1
688.3,19212,28280,audio-desktop.exe,36.5,7
688.3,36468,19212,msedgewebview2.exe,141.2,46.4
688.3,35368,19212,audio_server.exe,39.8,22.6
688.3,32716,36468,msedgewebview2.exe,13.8,2.9
688.3,36700,36468,msedgewebview2.exe,95,141.6
688.3,15636,36468,msedgewebview2.exe,40.1,12.5
688.3,24752,36468,msedgewebview2.exe,21.8,8.8
688.3,27248,36468,msedgewebview2.exe,106.6,55.2
698.6,6888,27996,audio_server.exe,220.8,201.1
698.6,19212,28280,audio-desktop.exe,36.5,7.1
698.6,36468,19212,msedgewebview2.exe,141.2,46.4
698.6,35368,19212,audio_server.exe,39.8,22.6
698.6,32716,36468,msedgewebview2.exe,13.8,2.9
698.6,36700,36468,msedgewebview2.exe,95,141.6
698.6,15636,36468,msedgewebview2.exe,40.1,12.5
698.6,24752,36468,msedgewebview2.exe,21.8,8.8
698.6,27248,36468,msedgewebview2.exe,106.6,55.2
708.8,6888,27996,audio_server.exe,220.8,201.1
708.8,19212,28280,audio-desktop.exe,36.5,7.1
708.8,36468,19212,msedgewebview2.exe,141.2,46.4
708.8,35368,19212,audio_server.exe,39.8,22.6
708.8,32716,36468,msedgewebview2.exe,13.8,2.9
708.8,36700,36468,msedgewebview2.exe,95,141.6
708.8,15636,36468,msedgewebview2.exe,40.1,12.5
708.8,24752,36468,msedgewebview2.exe,21.8,8.8
708.8,27248,36468,msedgewebview2.exe,106.6,55.2
719.1,6888,27996,audio_server.exe,220.8,201.2
719.1,19212,28280,audio-desktop.exe,36.6,7.2
719.1,36468,19212,msedgewebview2.exe,141.2,46.4
719.1,35368,19212,audio_server.exe,39.8,22.6
719.1,32716,36468,msedgewebview2.exe,13.8,2.9
719.1,36700,36468,msedgewebview2.exe,95,141.6
719.1,15636,36468,msedgewebview2.exe,40.1,12.5
719.1,24752,36468,msedgewebview2.exe,21.8,8.8
719.1,27248,36468,msedgewebview2.exe,106.6,55.2
729.3,6888,27996,audio_server.exe,220.8,201.2
729.3,19212,28280,audio-desktop.exe,36.6,7.2
729.3,36468,19212,msedgewebview2.exe,141.2,46.4
729.3,35368,19212,audio_server.exe,39.8,22.6
729.3,32716,36468,msedgewebview2.exe,13.8,2.9
729.3,36700,36468,msedgewebview2.exe,95,141.6
729.3,15636,36468,msedgewebview2.exe,40.1,12.5
729.3,24752,36468,msedgewebview2.exe,21.8,8.8
729.3,27248,36468,msedgewebview2.exe,106.6,55.2
739.6,6888,27996,audio_server.exe,220.8,201.2
739.6,19212,28280,audio-desktop.exe,36.6,7.2
739.6,36468,19212,msedgewebview2.exe,141.2,46.4
739.6,35368,19212,audio_server.exe,39.8,22.6
739.6,32716,36468,msedgewebview2.exe,13.8,2.9
739.6,36700,36468,msedgewebview2.exe,95,141.6
739.6,15636,36468,msedgewebview2.exe,40.1,12.5
739.6,24752,36468,msedgewebview2.exe,21.8,8.8
739.6,27248,36468,msedgewebview2.exe,106.6,55.2
749.8,6888,27996,audio_server.exe,220.8,201.2
749.8,19212,28280,audio-desktop.exe,36.6,7.2
749.8,36468,19212,msedgewebview2.exe,141.2,46.4
749.8,35368,19212,audio_server.exe,39.8,22.6
749.8,32716,36468,msedgewebview2.exe,13.8,2.9
749.8,36700,36468,msedgewebview2.exe,95,141.6
749.8,15636,36468,msedgewebview2.exe,40.1,12.5
749.8,24752,36468,msedgewebview2.exe,21.8,8.8
749.8,27248,36468,msedgewebview2.exe,106.6,55.2
760.1,6888,27996,audio_server.exe,220.9,201.3
760.1,19212,28280,audio-desktop.exe,36.6,7.2
760.1,36468,19212,msedgewebview2.exe,141.1,46.4
760.1,35368,19212,audio_server.exe,39.8,22.6
760.1,32716,36468,msedgewebview2.exe,13.8,2.9
760.1,36700,36468,msedgewebview2.exe,95,141.6
760.1,15636,36468,msedgewebview2.exe,40.1,12.5
760.1,24752,36468,msedgewebview2.exe,21.8,8.8
760.1,27248,36468,msedgewebview2.exe,106.6,55.2
770.4,6888,27996,audio_server.exe,220.8,201.2
770.4,19212,28280,audio-desktop.exe,36.6,7.2
770.4,36468,19212,msedgewebview2.exe,141.1,46.4
770.4,35368,19212,audio_server.exe,39.8,22.6
770.4,32716,36468,msedgewebview2.exe,13.8,2.9
770.4,36700,36468,msedgewebview2.exe,95,141.6
770.4,15636,36468,msedgewebview2.exe,40.1,12.5
770.4,24752,36468,msedgewebview2.exe,21.8,8.8
770.4,27248,36468,msedgewebview2.exe,106.6,55.2
780.6,6888,27996,audio_server.exe,220.8,201.2
780.6,19212,28280,audio-desktop.exe,36.6,7.2
780.6,36468,19212,msedgewebview2.exe,141.1,46.4
780.6,35368,19212,audio_server.exe,39.8,22.6
780.6,32716,36468,msedgewebview2.exe,13.8,2.9
780.6,36700,36468,msedgewebview2.exe,95,141.6
780.6,15636,36468,msedgewebview2.exe,40.1,12.5
780.6,24752,36468,msedgewebview2.exe,21.8,8.8
780.6,27248,36468,msedgewebview2.exe,106.6,55.2
790.9,6888,27996,audio_server.exe,220.8,201.2
790.9,19212,28280,audio-desktop.exe,36.6,7.2
790.9,36468,19212,msedgewebview2.exe,141.1,46.4
790.9,35368,19212,audio_server.exe,39.8,22.6
790.9,32716,36468,msedgewebview2.exe,13.8,2.9
790.9,36700,36468,msedgewebview2.exe,95,141.6
790.9,15636,36468,msedgewebview2.exe,40.1,12.5
790.9,24752,36468,msedgewebview2.exe,21.8,8.8
790.9,27248,36468,msedgewebview2.exe,106.6,55.2
801.1,6888,27996,audio_server.exe,220.8,201.2
801.1,19212,28280,audio-desktop.exe,36.6,7.2
801.1,36468,19212,msedgewebview2.exe,141.1,46.4
801.1,35368,19212,audio_server.exe,39.8,22.6
801.1,32716,36468,msedgewebview2.exe,13.8,2.9
801.1,36700,36468,msedgewebview2.exe,95,141.6
801.1,15636,36468,msedgewebview2.exe,40.1,12.5
801.1,24752,36468,msedgewebview2.exe,21.8,8.8
801.1,27248,36468,msedgewebview2.exe,106.6,55.2
811.3,6888,27996,audio_server.exe,220.8,201.2
811.3,19212,28280,audio-desktop.exe,36.5,7
811.3,36468,19212,msedgewebview2.exe,141.1,46.4
811.3,35368,19212,audio_server.exe,39.8,22.6
811.3,32716,36468,msedgewebview2.exe,13.8,2.9
811.3,36700,36468,msedgewebview2.exe,95,141.6
811.3,15636,36468,msedgewebview2.exe,40.1,12.5
811.3,24752,36468,msedgewebview2.exe,21.8,8.8
811.3,27248,36468,msedgewebview2.exe,106.6,55.2
821.6,6888,27996,audio_server.exe,220.8,201.2
821.6,19212,28280,audio-desktop.exe,36.5,7
821.6,36468,19212,msedgewebview2.exe,141.1,46.4
821.6,35368,19212,audio_server.exe,39.8,22.6
821.6,32716,36468,msedgewebview2.exe,13.8,2.9
821.6,36700,36468,msedgewebview2.exe,95,141.6
821.6,15636,36468,msedgewebview2.exe,40.1,12.5
821.6,24752,36468,msedgewebview2.exe,21.8,8.8
821.6,27248,36468,msedgewebview2.exe,106.6,55.2
831.8,6888,27996,audio_server.exe,220.8,201.1
831.8,19212,28280,audio-desktop.exe,36.5,7
831.8,36468,19212,msedgewebview2.exe,141.1,46.4
831.8,35368,19212,audio_server.exe,39.8,22.6
831.8,32716,36468,msedgewebview2.exe,13.8,2.9
831.8,36700,36468,msedgewebview2.exe,95,141.6
831.8,15636,36468,msedgewebview2.exe,40.1,12.5
831.8,24752,36468,msedgewebview2.exe,21.8,8.8
831.8,27248,36468,msedgewebview2.exe,106.6,55.2
842.1,6888,27996,audio_server.exe,220.8,201.1
842.1,19212,28280,audio-desktop.exe,36.5,7.1
842.1,36468,19212,msedgewebview2.exe,139.4,46.6
842.1,35368,19212,audio_server.exe,39.8,22.6
842.1,32716,36468,msedgewebview2.exe,13.8,2.9
842.1,36700,36468,msedgewebview2.exe,95,141.6
842.1,15636,36468,msedgewebview2.exe,40.1,12.5
842.1,24752,36468,msedgewebview2.exe,21.8,8.8
842.1,27248,36468,msedgewebview2.exe,106.6,55.2
852.4,6888,27996,audio_server.exe,220.8,201.1
852.4,19212,28280,audio-desktop.exe,36.5,7.1
852.4,36468,19212,msedgewebview2.exe,139.4,46.6
852.4,35368,19212,audio_server.exe,39.8,22.6
852.4,32716,36468,msedgewebview2.exe,13.8,2.9
852.4,36700,36468,msedgewebview2.exe,95,141.6
852.4,15636,36468,msedgewebview2.exe,40.1,12.5
852.4,24752,36468,msedgewebview2.exe,21.8,8.8
852.4,27248,36468,msedgewebview2.exe,106.6,55.2
862.6,6888,27996,audio_server.exe,220.8,201.1
862.6,19212,28280,audio-desktop.exe,36.5,7.1
862.6,36468,19212,msedgewebview2.exe,139.4,46.6
862.6,35368,19212,audio_server.exe,39.8,22.6
862.6,32716,36468,msedgewebview2.exe,13.8,2.9
862.6,36700,36468,msedgewebview2.exe,95,141.6
862.6,15636,36468,msedgewebview2.exe,40.1,12.5
862.6,24752,36468,msedgewebview2.exe,21.8,8.8
862.6,27248,36468,msedgewebview2.exe,106.6,55.2
872.9,6888,27996,audio_server.exe,220.8,201.1
872.9,19212,28280,audio-desktop.exe,36.5,7.1
872.9,36468,19212,msedgewebview2.exe,139,46.2
872.9,35368,19212,audio_server.exe,39.8,22.6
872.9,32716,36468,msedgewebview2.exe,13.8,2.9
872.9,36700,36468,msedgewebview2.exe,95,141.6
872.9,15636,36468,msedgewebview2.exe,40.1,12.5
872.9,24752,36468,msedgewebview2.exe,21.8,8.8
872.9,27248,36468,msedgewebview2.exe,106.6,55.2
883.2,6888,27996,audio_server.exe,220.8,201.1
883.2,19212,28280,audio-desktop.exe,36.5,7.1
883.2,36468,19212,msedgewebview2.exe,139,46.2
883.2,35368,19212,audio_server.exe,39.8,22.6
883.2,32716,36468,msedgewebview2.exe,13.8,2.9
883.2,36700,36468,msedgewebview2.exe,95,141.6
883.2,15636,36468,msedgewebview2.exe,40.1,12.5
883.2,24752,36468,msedgewebview2.exe,21.8,8.8
883.2,27248,36468,msedgewebview2.exe,106.6,55.2
893.5,6888,27996,audio_server.exe,220.8,201.1
893.5,19212,28280,audio-desktop.exe,36.5,7.1
893.5,36468,19212,msedgewebview2.exe,139,46.2
893.5,35368,19212,audio_server.exe,39.8,22.6
893.5,32716,36468,msedgewebview2.exe,13.8,2.9
893.5,36700,36468,msedgewebview2.exe,95,141.6
893.5,15636,36468,msedgewebview2.exe,40.1,12.5
893.5,24752,36468,msedgewebview2.exe,21.8,8.8
893.5,27248,36468,msedgewebview2.exe,106.6,55.2
903.7,6888,27996,audio_server.exe,220.8,201.1
903.7,19212,28280,audio-desktop.exe,36.5,7.1
903.7,36468,19212,msedgewebview2.exe,139,46.2
903.7,35368,19212,audio_server.exe,39.8,22.6
903.7,32716,36468,msedgewebview2.exe,13.8,2.9
903.7,36700,36468,msedgewebview2.exe,95,141.6
903.7,15636,36468,msedgewebview2.exe,40.1,12.5
903.7,24752,36468,msedgewebview2.exe,21.8,8.8
903.7,27248,36468,msedgewebview2.exe,106.6,55.2
914,6888,27996,audio_server.exe,220.8,201.1
914,19212,28280,audio-desktop.exe,36.5,7.1
914,36468,19212,msedgewebview2.exe,139,46.2
914,35368,19212,audio_server.exe,39.8,22.6
914,32716,36468,msedgewebview2.exe,13.8,2.9
914,36700,36468,msedgewebview2.exe,95,141.6
914,15636,36468,msedgewebview2.exe,40.1,12.5
914,24752,36468,msedgewebview2.exe,21.8,8.8
914,27248,36468,msedgewebview2.exe,106.6,55.2
924.3,6888,27996,audio_server.exe,220.8,201.1
924.3,19212,28280,audio-desktop.exe,36.5,7.1
924.3,36468,19212,msedgewebview2.exe,139,46.2
924.3,35368,19212,audio_server.exe,39.8,22.6
924.3,32716,36468,msedgewebview2.exe,13.8,2.9
924.3,36700,36468,msedgewebview2.exe,95,141.6
924.3,15636,36468,msedgewebview2.exe,40.1,12.5
924.3,24752,36468,msedgewebview2.exe,21.8,8.8
924.3,27248,36468,msedgewebview2.exe,106.6,55.2
934.5,6888,27996,audio_server.exe,220.8,201.1
934.5,19212,28280,audio-desktop.exe,36.5,7.1
934.5,36468,19212,msedgewebview2.exe,139.1,46.2
934.5,35368,19212,audio_server.exe,39.8,22.6
934.5,32716,36468,msedgewebview2.exe,13.8,2.9
934.5,36700,36468,msedgewebview2.exe,86.3,78.9
934.5,15636,36468,msedgewebview2.exe,40.1,12.5
934.5,24752,36468,msedgewebview2.exe,21.8,8.8
934.5,27248,36468,msedgewebview2.exe,106.6,55.2
944.8,6888,27996,audio_server.exe,220.8,201.1
944.8,19212,28280,audio-desktop.exe,36.5,7
944.8,36468,19212,msedgewebview2.exe,139.1,46.2
944.8,35368,19212,audio_server.exe,39.8,22.6
944.8,32716,36468,msedgewebview2.exe,13.8,2.9
944.8,36700,36468,msedgewebview2.exe,86.4,79
944.8,15636,36468,msedgewebview2.exe,40.1,12.5
944.8,24752,36468,msedgewebview2.exe,21.8,8.8
944.8,27248,36468,msedgewebview2.exe,106.6,55.2
955.1,6888,27996,audio_server.exe,220.8,201.1
955.1,19212,28280,audio-desktop.exe,36.5,7
955.1,36468,19212,msedgewebview2.exe,139.1,46.2
955.1,35368,19212,audio_server.exe,39.8,22.6
955.1,32716,36468,msedgewebview2.exe,13.8,2.8
955.1,36700,36468,msedgewebview2.exe,86.3,78.9
955.1,15636,36468,msedgewebview2.exe,40.1,12.5
955.1,24752,36468,msedgewebview2.exe,21.8,8.8
955.1,27248,36468,msedgewebview2.exe,106.6,55.1
965.3,6888,27996,audio_server.exe,220.8,201.1
965.3,19212,28280,audio-desktop.exe,36.5,7
965.3,36468,19212,msedgewebview2.exe,139.1,46.2
965.3,35368,19212,audio_server.exe,39.8,22.6
965.3,32716,36468,msedgewebview2.exe,13.8,2.9
965.3,36700,36468,msedgewebview2.exe,86.2,78.8
965.3,15636,36468,msedgewebview2.exe,40.1,12.5
965.3,24752,36468,msedgewebview2.exe,21.8,8.8
965.3,27248,36468,msedgewebview2.exe,106.6,55.2
975.6,6888,27996,audio_server.exe,220.8,201.1
975.6,19212,28280,audio-desktop.exe,36.5,7
975.6,36468,19212,msedgewebview2.exe,139.1,46.2
975.6,35368,19212,audio_server.exe,39.8,22.6
975.6,32716,36468,msedgewebview2.exe,13.8,2.9
975.6,36700,36468,msedgewebview2.exe,86.2,78.8
975.6,15636,36468,msedgewebview2.exe,40.1,12.5
975.6,24752,36468,msedgewebview2.exe,21.8,8.8
975.6,27248,36468,msedgewebview2.exe,106.6,55.2
985.9,6888,27996,audio_server.exe,220.8,201.1
985.9,19212,28280,audio-desktop.exe,36.5,7
985.9,36468,19212,msedgewebview2.exe,139.1,46.2
985.9,35368,19212,audio_server.exe,39.8,22.6
985.9,32716,36468,msedgewebview2.exe,13.8,2.9
985.9,36700,36468,msedgewebview2.exe,86.2,78.8
985.9,15636,36468,msedgewebview2.exe,40.1,12.5
985.9,24752,36468,msedgewebview2.exe,21.8,8.8
985.9,27248,36468,msedgewebview2.exe,106.6,55.2
996.1,6888,27996,audio_server.exe,220.8,201.1
996.1,19212,28280,audio-desktop.exe,36.5,7
996.1,36468,19212,msedgewebview2.exe,139.1,46.2
996.1,35368,19212,audio_server.exe,39.8,22.6
996.1,32716,36468,msedgewebview2.exe,13.8,2.9
996.1,36700,36468,msedgewebview2.exe,86.3,78.9
996.1,15636,36468,msedgewebview2.exe,40.1,12.5
996.1,24752,36468,msedgewebview2.exe,21.8,8.8
996.1,27248,36468,msedgewebview2.exe,106.6,55.2
1006.4,6888,27996,audio_server.exe,220.8,201.1
1006.4,19212,28280,audio-desktop.exe,36.5,7
1006.4,36468,19212,msedgewebview2.exe,139.1,46.1
1006.4,35368,19212,audio_server.exe,39.8,22.6
1006.4,32716,36468,msedgewebview2.exe,13.8,2.9
1006.4,36700,36468,msedgewebview2.exe,86.3,78.9
1006.4,15636,36468,msedgewebview2.exe,40.1,12.5
1006.4,24752,36468,msedgewebview2.exe,21.8,8.8
1006.4,27248,36468,msedgewebview2.exe,106.6,55.2
1016.7,6888,27996,audio_server.exe,220.8,201.1
1016.7,19212,28280,audio-desktop.exe,36.5,7
1016.7,36468,19212,msedgewebview2.exe,139.1,46.1
1016.7,35368,19212,audio_server.exe,39.8,22.6
1016.7,32716,36468,msedgewebview2.exe,13.8,2.9
1016.7,36700,36468,msedgewebview2.exe,86.3,78.9
1016.7,15636,36468,msedgewebview2.exe,40.1,12.5
1016.7,24752,36468,msedgewebview2.exe,21.8,8.8
1016.7,27248,36468,msedgewebview2.exe,106.6,55.2
1026.9,6888,27996,audio_server.exe,220.8,201.1
1026.9,19212,28280,audio-desktop.exe,36.5,7
1026.9,36468,19212,msedgewebview2.exe,139.1,46.1
1026.9,35368,19212,audio_server.exe,39.8,22.6
1026.9,32716,36468,msedgewebview2.exe,13.8,2.9
1026.9,36700,36468,msedgewebview2.exe,86.2,78.8
1026.9,15636,36468,msedgewebview2.exe,40.1,12.5
1026.9,24752,36468,msedgewebview2.exe,21.8,8.8
1026.9,27248,36468,msedgewebview2.exe,106.6,55.2
1037.2,6888,27996,audio_server.exe,220.8,201.1
1037.2,19212,28280,audio-desktop.exe,36.5,7
1037.2,36468,19212,msedgewebview2.exe,139.1,46.1
1037.2,35368,19212,audio_server.exe,39.8,22.6
1037.2,32716,36468,msedgewebview2.exe,13.8,2.9
1037.2,36700,36468,msedgewebview2.exe,86.3,78.9
1037.2,15636,36468,msedgewebview2.exe,40.1,12.5
1037.2,24752,36468,msedgewebview2.exe,21.8,8.8
1037.2,27248,36468,msedgewebview2.exe,106.6,55.2
1047.5,6888,27996,audio_server.exe,220.8,201.1
1047.5,19212,28280,audio-desktop.exe,36.5,7
1047.5,36468,19212,msedgewebview2.exe,139.1,46.1
1047.5,35368,19212,audio_server.exe,39.8,22.6
1047.5,32716,36468,msedgewebview2.exe,13.8,2.9
1047.5,36700,36468,msedgewebview2.exe,86.3,78.9
1047.5,15636,36468,msedgewebview2.exe,40.2,12.5
1047.5,24752,36468,msedgewebview2.exe,21.8,8.8
1047.5,27248,36468,msedgewebview2.exe,106.6,55.2
1057.8,6888,27996,audio_server.exe,220.8,201.1
1057.8,19212,28280,audio-desktop.exe,36.5,7
1057.8,36468,19212,msedgewebview2.exe,139.1,46.1
1057.8,35368,19212,audio_server.exe,39.8,22.6
1057.8,32716,36468,msedgewebview2.exe,13.8,2.9
1057.8,36700,36468,msedgewebview2.exe,86.3,78.9
1057.8,15636,36468,msedgewebview2.exe,40.2,12.5
1057.8,24752,36468,msedgewebview2.exe,21.8,8.8
1057.8,27248,36468,msedgewebview2.exe,106.6,55.2
1068,6888,27996,audio_server.exe,213.8,201.1
1068,19212,28280,audio-desktop.exe,36.5,7
1068,36468,19212,msedgewebview2.exe,139.1,46.1
1068,35368,19212,audio_server.exe,39.8,22.6
1068,32716,36468,msedgewebview2.exe,13.8,2.9
1068,36700,36468,msedgewebview2.exe,86.2,78.8
1068,15636,36468,msedgewebview2.exe,40.2,12.5
1068,24752,36468,msedgewebview2.exe,21.8,8.8
1068,27248,36468,msedgewebview2.exe,106.6,55.2
1078.3,6888,27996,audio_server.exe,213.8,201.1
1078.3,19212,28280,audio-desktop.exe,36.5,7
1078.3,36468,19212,msedgewebview2.exe,139.1,46.1
1078.3,35368,19212,audio_server.exe,39.8,22.6
1078.3,32716,36468,msedgewebview2.exe,13.8,2.9
1078.3,36700,36468,msedgewebview2.exe,86.2,78.8
1078.3,15636,36468,msedgewebview2.exe,40.2,12.5
1078.3,24752,36468,msedgewebview2.exe,21.8,8.8
1078.3,27248,36468,msedgewebview2.exe,106.6,55.2
1088.5,6888,27996,audio_server.exe,213.8,201.1
1088.5,19212,28280,audio-desktop.exe,36.5,7
1088.5,36468,19212,msedgewebview2.exe,139.1,46.1
1088.5,35368,19212,audio_server.exe,39.8,22.6
1088.5,32716,36468,msedgewebview2.exe,13.8,2.9
1088.5,36700,36468,msedgewebview2.exe,86.2,78.8
1088.5,15636,36468,msedgewebview2.exe,40.2,12.5
1088.5,24752,36468,msedgewebview2.exe,21.8,8.8
1088.5,27248,36468,msedgewebview2.exe,106.6,55.2
1098.7,6888,27996,audio_server.exe,213.8,201.1
1098.7,19212,28280,audio-desktop.exe,36.5,7
1098.7,36468,19212,msedgewebview2.exe,139.1,46.1
1098.7,35368,19212,audio_server.exe,39.8,22.6
1098.7,32716,36468,msedgewebview2.exe,13.8,2.9
1098.7,36700,36468,msedgewebview2.exe,86.2,78.8
1098.7,15636,36468,msedgewebview2.exe,40.2,12.5
1098.7,24752,36468,msedgewebview2.exe,21.8,8.8
1098.7,27248,36468,msedgewebview2.exe,106.6,55.2
1109,6888,27996,audio_server.exe,213.8,201.1
1109,19212,28280,audio-desktop.exe,36.5,7
1109,36468,19212,msedgewebview2.exe,139.1,46.1
1109,35368,19212,audio_server.exe,39.8,22.6
1109,32716,36468,msedgewebview2.exe,13.8,2.9
1109,36700,36468,msedgewebview2.exe,86.2,78.8
1109,15636,36468,msedgewebview2.exe,40.2,12.5
1109,24752,36468,msedgewebview2.exe,21.8,8.8
1109,27248,36468,msedgewebview2.exe,106.6,55.2
1119.2,6888,27996,audio_server.exe,213.8,201.1
1119.2,19212,28280,audio-desktop.exe,36.5,7
1119.2,36468,19212,msedgewebview2.exe,139.1,46.1
1119.2,35368,19212,audio_server.exe,39.8,22.6
1119.2,32716,36468,msedgewebview2.exe,13.8,2.9
1119.2,36700,36468,msedgewebview2.exe,86.2,78.8
1119.2,15636,36468,msedgewebview2.exe,40.2,12.5
1119.2,24752,36468,msedgewebview2.exe,21.8,8.8
1119.2,27248,36468,msedgewebview2.exe,106.6,55.2
1129.5,6888,27996,audio_server.exe,213.8,201.1
1129.5,19212,28280,audio-desktop.exe,36.5,7
1129.5,36468,19212,msedgewebview2.exe,139.1,46.1
1129.5,35368,19212,audio_server.exe,39.8,22.6
1129.5,32716,36468,msedgewebview2.exe,13.8,2.9
1129.5,36700,36468,msedgewebview2.exe,86.2,78.8
1129.5,15636,36468,msedgewebview2.exe,40.2,12.5
1129.5,24752,36468,msedgewebview2.exe,21.8,8.8
1129.5,27248,36468,msedgewebview2.exe,106.6,55.2
1139.7,6888,27996,audio_server.exe,213.8,201.1
1139.7,19212,28280,audio-desktop.exe,36.5,7.1
1139.7,36468,19212,msedgewebview2.exe,139.1,46.2
