t_sec,pid,parent,name,ws_mb,pb_mb
289.2,34040,33052,msedgewebview2.exe,14.2,3
289.2,18344,34040,msedgewebview2.exe,13.5,2.7
289.2,13020,33052,msedgewebview2.exe,103.7,120.8
289.2,34932,33052,msedgewebview2.exe,42.1,12.9
289.2,25792,33052,msedgewebview2.exe,22.6,8.8
289.2,4360,33052,msedgewebview2.exe,202.3,145.2
294.5,26348,36732,audio-desktop.exe,50.5,14.3
294.5,33052,26348,msedgewebview2.exe,150.2,50.3
294.5,15880,26348,audio_server.exe,222.4,287
294.5,34040,33052,msedgewebview2.exe,14.2,3
294.5,18344,34040,msedgewebview2.exe,13.5,2.7
294.5,13020,33052,msedgewebview2.exe,103.7,120.8
294.5,34932,33052,msedgewebview2.exe,42.1,12.9
294.5,25792,33052,msedgewebview2.exe,22.6,8.8
294.5,4360,33052,msedgewebview2.exe,202.3,145.2
299.7,26348,36732,audio-desktop.exe,50.5,14.3
299.7,33052,26348,msedgewebview2.exe,150.2,50.3
299.7,15880,26348,audio_server.exe,222.4,287
299.7,34040,33052,msedgewebview2.exe,14.2,3
299.7,18344,34040,msedgewebview2.exe,13.5,2.7
299.7,13020,33052,msedgewebview2.exe,103.7,120.8
299.7,34932,33052,msedgewebview2.exe,42.1,12.9
299.7,25792,33052,msedgewebview2.exe,22.6,8.8
299.7,4360,33052,msedgewebview2.exe,202.3,145.2
305,26348,36732,audio-desktop.exe,50.5,14.3
305,33052,26348,msedgewebview2.exe,150.2,50.3
305,15880,26348,audio_server.exe,222.4,287
305,34040,33052,msedgewebview2.exe,14.2,3
305,18344,34040,msedgewebview2.exe,13.5,2.7
305,13020,33052,msedgewebview2.exe,103.7,120.8
305,34932,33052,msedgewebview2.exe,42.1,12.9
305,25792,33052,msedgewebview2.exe,22.6,8.8
305,4360,33052,msedgewebview2.exe,202.3,145.2
310.2,26348,36732,audio-desktop.exe,50.5,14.3
310.2,33052,26348,msedgewebview2.exe,150.2,50.3
310.2,15880,26348,audio_server.exe,222.4,287.1
310.2,34040,33052,msedgewebview2.exe,14.2,3
310.2,18344,34040,msedgewebview2.exe,13.5,2.8
310.2,13020,33052,msedgewebview2.exe,103.7,120.9
310.2,34932,33052,msedgewebview2.exe,42.1,12.9
310.2,25792,33052,msedgewebview2.exe,22.6,8.9
310.2,4360,33052,msedgewebview2.exe,202.3,145.3
315.5,26348,36732,audio-desktop.exe,50.5,14.3
315.5,33052,26348,msedgewebview2.exe,150.5,50.5
315.5,15880,26348,audio_server.exe,222.4,287.1
315.5,34040,33052,msedgewebview2.exe,14.2,3
315.5,18344,34040,msedgewebview2.exe,13.5,2.8
315.5,13020,33052,msedgewebview2.exe,103.7,120.9
315.5,34932,33052,msedgewebview2.exe,42.1,12.9
315.5,25792,33052,msedgewebview2.exe,22.6,8.9
315.5,4360,33052,msedgewebview2.exe,202.3,145.3
320.7,26348,36732,audio-desktop.exe,50.5,14.3
320.7,33052,26348,msedgewebview2.exe,150.5,50.5
320.7,15880,26348,audio_server.exe,222.4,287.1
320.7,34040,33052,msedgewebview2.exe,14.2,3
320.7,18344,34040,msedgewebview2.exe,13.5,2.8
320.7,13020,33052,msedgewebview2.exe,103.7,120.9
320.7,34932,33052,msedgewebview2.exe,42.1,12.9
320.7,25792,33052,msedgewebview2.exe,22.6,8.9
320.7,4360,33052,msedgewebview2.exe,202.3,145.3
325.9,26348,36732,audio-desktop.exe,50.5,14.3
325.9,33052,26348,msedgewebview2.exe,150.5,50.5
325.9,15880,26348,audio_server.exe,222.4,287.1
325.9,34040,33052,msedgewebview2.exe,14.2,3
325.9,18344,34040,msedgewebview2.exe,13.5,2.8
325.9,13020,33052,msedgewebview2.exe,103.7,120.9
325.9,34932,33052,msedgewebview2.exe,42.1,12.9
325.9,25792,33052,msedgewebview2.exe,22.6,8.9
325.9,4360,33052,msedgewebview2.exe,202.3,145.3
331.2,26348,36732,audio-desktop.exe,50.5,14.3
331.2,33052,26348,msedgewebview2.exe,150.5,50.5
331.2,15880,26348,audio_server.exe,222.4,287.1
331.2,34040,33052,msedgewebview2.exe,14.2,3
331.2,18344,34040,msedgewebview2.exe,13.5,2.8
331.2,13020,33052,msedgewebview2.exe,103.7,120.9
331.2,34932,33052,msedgewebview2.exe,42.1,12.9
331.2,25792,33052,msedgewebview2.exe,22.6,8.9
331.2,4360,33052,msedgewebview2.exe,202.3,145.3
336.4,26348,36732,audio-desktop.exe,50.5,14.3
336.4,33052,26348,msedgewebview2.exe,150.5,50.5
336.4,15880,26348,audio_server.exe,222.4,287.1
336.4,34040,33052,msedgewebview2.exe,14.2,3
336.4,18344,34040,msedgewebview2.exe,13.5,2.8
336.4,13020,33052,msedgewebview2.exe,103.7,120.9
336.4,34932,33052,msedgewebview2.exe,42.1,12.9
336.4,25792,33052,msedgewebview2.exe,22.6,8.9
336.4,4360,33052,msedgewebview2.exe,202.3,145.3
341.6,26348,36732,audio-desktop.exe,50.5,14.3
341.6,33052,26348,msedgewebview2.exe,150.5,50.5
341.6,15880,26348,audio_server.exe,222.4,287.1
341.6,34040,33052,msedgewebview2.exe,14.2,3
341.6,18344,34040,msedgewebview2.exe,13.5,2.8
341.6,13020,33052,msedgewebview2.exe,103.7,120.9
341.6,34932,33052,msedgewebview2.exe,42.1,12.9
341.6,25792,33052,msedgewebview2.exe,22.6,8.9
341.6,4360,33052,msedgewebview2.exe,202.3,145.3
346.9,26348,36732,audio-desktop.exe,50.5,14.3
346.9,33052,26348,msedgewebview2.exe,150.5,50.5
346.9,15880,26348,audio_server.exe,222.4,287.1
346.9,34040,33052,msedgewebview2.exe,14.2,3
346.9,18344,34040,msedgewebview2.exe,13.5,2.8
346.9,13020,33052,msedgewebview2.exe,103.7,120.9
346.9,34932,33052,msedgewebview2.exe,42.1,12.9
346.9,25792,33052,msedgewebview2.exe,22.6,8.9
346.9,4360,33052,msedgewebview2.exe,202.3,145.3
352.1,26348,36732,audio-desktop.exe,50.5,14.3
352.1,33052,26348,msedgewebview2.exe,150.5,50.5
352.1,15880,26348,audio_server.exe,222.4,287.1
352.1,34040,33052,msedgewebview2.exe,14.2,3
352.1,18344,34040,msedgewebview2.exe,13.5,2.8
352.1,13020,33052,msedgewebview2.exe,103.7,120.9
352.1,34932,33052,msedgewebview2.exe,42.1,12.9
352.1,25792,33052,msedgewebview2.exe,22.6,8.9
352.1,4360,33052,msedgewebview2.exe,202.3,145.3
357.4,26348,36732,audio-desktop.exe,50.5,14.3
357.4,33052,26348,msedgewebview2.exe,150.5,50.5
357.4,15880,26348,audio_server.exe,222.4,287.1
357.4,34040,33052,msedgewebview2.exe,14.2,3
357.4,18344,34040,msedgewebview2.exe,13.5,2.8
357.4,13020,33052,msedgewebview2.exe,103.7,120.9
357.4,34932,33052,msedgewebview2.exe,42.1,12.9
357.4,25792,33052,msedgewebview2.exe,22.6,8.9
357.4,4360,33052,msedgewebview2.exe,202.3,145.3
362.6,26348,36732,audio-desktop.exe,50.5,14.3
362.6,33052,26348,msedgewebview2.exe,150.5,50.5
362.6,15880,26348,audio_server.exe,222.4,287.1
362.6,34040,33052,msedgewebview2.exe,14.2,3
362.6,18344,34040,msedgewebview2.exe,13.5,2.8
362.6,13020,33052,msedgewebview2.exe,103.7,120.9
362.6,34932,33052,msedgewebview2.exe,42.1,12.9
362.6,25792,33052,msedgewebview2.exe,22.6,8.9
362.6,4360,33052,msedgewebview2.exe,202.1,145.3
367.8,26348,36732,audio-desktop.exe,50.5,14.3
367.8,33052,26348,msedgewebview2.exe,150.2,50.3
367.8,15880,26348,audio_server.exe,222.4,287.1
367.8,34040,33052,msedgewebview2.exe,14.2,3
367.8,18344,34040,msedgewebview2.exe,13.5,2.8
367.8,13020,33052,msedgewebview2.exe,103.7,120.9
367.8,34932,33052,msedgewebview2.exe,42.1,12.9
367.8,25792,33052,msedgewebview2.exe,22.6,8.9
367.8,4360,33052,msedgewebview2.exe,201.9,145.3
373.1,26348,36732,audio-desktop.exe,50.5,14.3
373.1,33052,26348,msedgewebview2.exe,150.2,50.3
373.1,15880,26348,audio_server.exe,222.4,287.1
373.1,34040,33052,msedgewebview2.exe,14.2,3
373.1,18344,34040,msedgewebview2.exe,13.5,2.8
373.1,13020,33052,msedgewebview2.exe,103.7,120.9
373.1,34932,33052,msedgewebview2.exe,42.1,12.9
373.1,25792,33052,msedgewebview2.exe,22.6,8.9
373.1,4360,33052,msedgewebview2.exe,201.9,145.3
378.3,26348,36732,audio-desktop.exe,50.5,14.3
378.3,33052,26348,msedgewebview2.exe,150.2,50.3
378.3,15880,26348,audio_server.exe,222.4,287.1
378.3,34040,33052,msedgewebview2.exe,14.2,3
378.3,18344,34040,msedgewebview2.exe,13.5,2.8
378.3,13020,33052,msedgewebview2.exe,103.7,120.9
378.3,34932,33052,msedgewebview2.exe,42.1,12.9
378.3,25792,33052,msedgewebview2.exe,22.6,8.9
378.3,4360,33052,msedgewebview2.exe,201.9,145.3
383.6,26348,36732,audio-desktop.exe,50.5,14.2
383.6,33052,26348,msedgewebview2.exe,150.2,50.2
383.6,15880,26348,audio_server.exe,222.4,287
383.6,34040,33052,msedgewebview2.exe,14.2,3
383.6,18344,34040,msedgewebview2.exe,13.5,2.7
383.6,13020,33052,msedgewebview2.exe,103.7,120.9
383.6,34932,33052,msedgewebview2.exe,42,12.8
383.6,25792,33052,msedgewebview2.exe,22.6,8.9
383.6,4360,33052,msedgewebview2.exe,201.9,145.2
388.8,26348,36732,audio-desktop.exe,50.5,14.2
388.8,33052,26348,msedgewebview2.exe,150.2,50.2
388.8,15880,26348,audio_server.exe,222.4,287
388.8,34040,33052,msedgewebview2.exe,14.2,3
388.8,18344,34040,msedgewebview2.exe,13.5,2.7
388.8,13020,33052,msedgewebview2.exe,103.7,120.9
388.8,34932,33052,msedgewebview2.exe,42,12.8
388.8,25792,33052,msedgewebview2.exe,22.6,8.9
388.8,4360,33052,msedgewebview2.exe,201.9,145.2
394,26348,36732,audio-desktop.exe,50.5,14.2
394,33052,26348,msedgewebview2.exe,150.2,50.2
394,15880,26348,audio_server.exe,222.4,287
394,34040,33052,msedgewebview2.exe,14.2,3
394,18344,34040,msedgewebview2.exe,13.5,2.7
394,13020,33052,msedgewebview2.exe,103.7,120.9
394,34932,33052,msedgewebview2.exe,42,12.8
394,25792,33052,msedgewebview2.exe,22.6,8.9
394,4360,33052,msedgewebview2.exe,201.8,145.2
399.3,26348,36732,audio-desktop.exe,50.5,14.2
399.3,33052,26348,msedgewebview2.exe,150.2,50.2
399.3,15880,26348,audio_server.exe,222.4,287
399.3,34040,33052,msedgewebview2.exe,14.2,3
399.3,18344,34040,msedgewebview2.exe,13.5,2.7
399.3,13020,33052,msedgewebview2.exe,103.7,120.8
399.3,34932,33052,msedgewebview2.exe,42,12.8
399.3,25792,33052,msedgewebview2.exe,22.6,8.9
399.3,4360,33052,msedgewebview2.exe,201.7,145.2
404.5,26348,36732,audio-desktop.exe,50.5,14.2
404.5,33052,26348,msedgewebview2.exe,150.2,50.2
404.5,15880,26348,audio_server.exe,222.4,287
404.5,34040,33052,msedgewebview2.exe,14.2,3
404.5,18344,34040,msedgewebview2.exe,13.5,2.7
404.5,13020,33052,msedgewebview2.exe,103.7,120.9
404.5,34932,33052,msedgewebview2.exe,42,12.8
404.5,25792,33052,msedgewebview2.exe,22.6,8.9
404.5,4360,33052,msedgewebview2.exe,201.7,145.2
409.8,26348,36732,audio-desktop.exe,50.5,14.2
409.8,33052,26348,msedgewebview2.exe,150.2,50.2
409.8,15880,26348,audio_server.exe,222.4,287
409.8,34040,33052,msedgewebview2.exe,14.2,3
409.8,18344,34040,msedgewebview2.exe,13.5,2.7
409.8,13020,33052,msedgewebview2.exe,103.7,120.9
409.8,34932,33052,msedgewebview2.exe,42,12.8
409.8,25792,33052,msedgewebview2.exe,22.6,8.9
409.8,4360,33052,msedgewebview2.exe,201.7,145.2
415,26348,36732,audio-desktop.exe,50.5,14.2
415,33052,26348,msedgewebview2.exe,150.2,50.2
415,15880,26348,audio_server.exe,222.4,287
415,34040,33052,msedgewebview2.exe,14.2,3
415,18344,34040,msedgewebview2.exe,13.5,2.7
415,13020,33052,msedgewebview2.exe,103.7,120.9
415,34932,33052,msedgewebview2.exe,42,12.8
415,25792,33052,msedgewebview2.exe,22.6,8.9
415,4360,33052,msedgewebview2.exe,201.7,145.2
420.3,26348,36732,audio-desktop.exe,50.5,14.3
420.3,33052,26348,msedgewebview2.exe,150.2,50.2
420.3,15880,26348,audio_server.exe,222.4,287
420.3,34040,33052,msedgewebview2.exe,14.2,3
420.3,18344,34040,msedgewebview2.exe,13.5,2.7
420.3,13020,33052,msedgewebview2.exe,103.7,120.9
420.3,34932,33052,msedgewebview2.exe,42,12.8
420.3,25792,33052,msedgewebview2.exe,22.6,8.9
420.3,4360,33052,msedgewebview2.exe,201.7,145.2
425.5,26348,36732,audio-desktop.exe,50.5,14.3
425.5,33052,26348,msedgewebview2.exe,150.2,50.2
425.5,15880,26348,audio_server.exe,222.4,287
425.5,34040,33052,msedgewebview2.exe,14.2,3
425.5,18344,34040,msedgewebview2.exe,13.5,2.7
425.5,13020,33052,msedgewebview2.exe,103.7,120.9
425.5,34932,33052,msedgewebview2.exe,42,12.8
425.5,25792,33052,msedgewebview2.exe,22.6,8.8
425.5,4360,33052,msedgewebview2.exe,201.7,145.2
430.7,26348,36732,audio-desktop.exe,50.5,14.3
430.7,33052,26348,msedgewebview2.exe,150.2,50.2
430.7,15880,26348,audio_server.exe,222.4,287
430.7,34040,33052,msedgewebview2.exe,14.2,3
430.7,18344,34040,msedgewebview2.exe,13.5,2.7
430.7,13020,33052,msedgewebview2.exe,103.7,120.9
430.7,34932,33052,msedgewebview2.exe,42,12.8
430.7,25792,33052,msedgewebview2.exe,22.5,8.8
430.7,4360,33052,msedgewebview2.exe,201.7,145.2
436,26348,36732,audio-desktop.exe,50.5,14.3
436,33052,26348,msedgewebview2.exe,150.2,50.2
436,15880,26348,audio_server.exe,222.4,287
436,34040,33052,msedgewebview2.exe,14.2,3
436,18344,34040,msedgewebview2.exe,13.5,2.7
436,13020,33052,msedgewebview2.exe,103.7,120.9
436,34932,33052,msedgewebview2.exe,42,12.8
436,25792,33052,msedgewebview2.exe,22.5,8.8
436,4360,33052,msedgewebview2.exe,201.7,145.2
441.2,26348,36732,audio-desktop.exe,50.5,14.3
441.2,33052,26348,msedgewebview2.exe,150.2,50.2
441.2,15880,26348,audio_server.exe,222.4,287
441.2,34040,33052,msedgewebview2.exe,14.2,3
441.2,18344,34040,msedgewebview2.exe,13.5,2.7
441.2,13020,33052,msedgewebview2.exe,103.7,120.9
441.2,34932,33052,msedgewebview2.exe,42,12.8
441.2,25792,33052,msedgewebview2.exe,22.5,8.8
441.2,4360,33052,msedgewebview2.exe,201.7,145.2
446.4,26348,36732,audio-desktop.exe,50.5,14.3
446.4,33052,26348,msedgewebview2.exe,150.2,50.2
446.4,15880,26348,audio_server.exe,222.4,287
446.4,34040,33052,msedgewebview2.exe,14.2,3
446.4,18344,34040,msedgewebview2.exe,13.5,2.7
446.4,13020,33052,msedgewebview2.exe,103.7,120.8
446.4,34932,33052,msedgewebview2.exe,42,12.8
446.4,25792,33052,msedgewebview2.exe,22.5,8.8
446.4,4360,33052,msedgewebview2.exe,201.6,145.2
451.6,26348,36732,audio-desktop.exe,50.5,14.3
451.6,33052,26348,msedgewebview2.exe,150.2,50.2
451.6,15880,26348,audio_server.exe,222.4,287
451.6,34040,33052,msedgewebview2.exe,14.2,3
451.6,18344,34040,msedgewebview2.exe,13.5,2.7
451.6,13020,33052,msedgewebview2.exe,103.7,120.8
451.6,34932,33052,msedgewebview2.exe,42,12.8
451.6,25792,33052,msedgewebview2.exe,22.5,8.8
451.6,4360,33052,msedgewebview2.exe,201.6,145.2
456.9,26348,36732,audio-desktop.exe,50.5,14.3
456.9,33052,26348,msedgewebview2.exe,150.2,50.2
456.9,15880,26348,audio_server.exe,222.4,287
456.9,34040,33052,msedgewebview2.exe,14.2,3
456.9,18344,34040,msedgewebview2.exe,13.5,2.7
456.9,13020,33052,msedgewebview2.exe,103.7,120.8
456.9,34932,33052,msedgewebview2.exe,42,12.8
456.9,25792,33052,msedgewebview2.exe,22.5,8.8
456.9,4360,33052,msedgewebview2.exe,200.9,145.2
462.1,26348,36732,audio-desktop.exe,50.5,14.3
462.1,33052,26348,msedgewebview2.exe,150.2,50.2
462.1,15880,26348,audio_server.exe,222.4,287
462.1,34040,33052,msedgewebview2.exe,14.2,3
462.1,18344,34040,msedgewebview2.exe,13.5,2.7
462.1,13020,33052,msedgewebview2.exe,103.7,120.8
462.1,34932,33052,msedgewebview2.exe,42,12.8
462.1,25792,33052,msedgewebview2.exe,22.5,8.8
462.1,4360,33052,msedgewebview2.exe,200.8,145.2
467.3,26348,36732,audio-desktop.exe,50.5,14.3
467.3,33052,26348,msedgewebview2.exe,150.2,50.2
467.3,15880,26348,audio_server.exe,222.4,287
467.3,34040,33052,msedgewebview2.exe,14.2,3
467.3,18344,34040,msedgewebview2.exe,13.5,2.7
467.3,13020,33052,msedgewebview2.exe,103.7,120.8
467.3,34932,33052,msedgewebview2.exe,42,12.8
467.3,25792,33052,msedgewebview2.exe,22.5,8.8
467.3,4360,33052,msedgewebview2.exe,200.8,145.2
472.6,26348,36732,audio-desktop.exe,50.5,14.3
472.6,33052,26348,msedgewebview2.exe,150.2,50.2
472.6,15880,26348,audio_server.exe,222.4,287
472.6,34040,33052,msedgewebview2.exe,14.2,3
472.6,18344,34040,msedgewebview2.exe,13.5,2.7
472.6,13020,33052,msedgewebview2.exe,103.7,120.8
472.6,34932,33052,msedgewebview2.exe,42,12.8
472.6,25792,33052,msedgewebview2.exe,22.5,8.8
472.6,4360,33052,msedgewebview2.exe,200.8,145.2
477.8,26348,36732,audio-desktop.exe,50.5,14.3
477.8,33052,26348,msedgewebview2.exe,150.2,50.2
477.8,15880,26348,audio_server.exe,222.4,287
477.8,34040,33052,msedgewebview2.exe,14.2,3
477.8,18344,34040,msedgewebview2.exe,13.5,2.7
477.8,13020,33052,msedgewebview2.exe,103.7,120.8
477.8,34932,33052,msedgewebview2.exe,42,12.8
477.8,25792,33052,msedgewebview2.exe,22.5,8.8
477.8,4360,33052,msedgewebview2.exe,200.8,145.2
483.1,26348,36732,audio-desktop.exe,50.5,14.3
483.1,33052,26348,msedgewebview2.exe,150.2,50.2
483.1,15880,26348,audio_server.exe,222.4,287
483.1,34040,33052,msedgewebview2.exe,14.2,3
483.1,18344,34040,msedgewebview2.exe,13.5,2.7
483.1,13020,33052,msedgewebview2.exe,103.7,120.8
483.1,34932,33052,msedgewebview2.exe,42,12.8
483.1,25792,33052,msedgewebview2.exe,22.5,8.8
483.1,4360,33052,msedgewebview2.exe,200.8,145.2
488.3,26348,36732,audio-desktop.exe,50.5,14.3
488.3,33052,26348,msedgewebview2.exe,150.2,50.2
488.3,15880,26348,audio_server.exe,222.4,287
488.3,34040,33052,msedgewebview2.exe,14.2,3
488.3,18344,34040,msedgewebview2.exe,13.5,2.7
488.3,13020,33052,msedgewebview2.exe,103.7,120.8
488.3,34932,33052,msedgewebview2.exe,42,12.8
488.3,25792,33052,msedgewebview2.exe,22.5,8.8
488.3,4360,33052,msedgewebview2.exe,200.8,145.2
493.6,26348,36732,audio-desktop.exe,50.5,14.3
493.6,33052,26348,msedgewebview2.exe,150.2,50.2
493.6,15880,26348,audio_server.exe,222.4,287
493.6,34040,33052,msedgewebview2.exe,14.2,3
493.6,18344,34040,msedgewebview2.exe,13.5,2.7
493.6,13020,33052,msedgewebview2.exe,103.7,120.8
493.6,34932,33052,msedgewebview2.exe,42,12.8
493.6,25792,33052,msedgewebview2.exe,22.5,8.8
493.6,4360,33052,msedgewebview2.exe,200.8,145.2
498.8,26348,36732,audio-desktop.exe,50.5,14.3
498.8,33052,26348,msedgewebview2.exe,150.2,50.2
498.8,15880,26348,audio_server.exe,222.4,287
498.8,34040,33052,msedgewebview2.exe,14.2,3
498.8,18344,34040,msedgewebview2.exe,13.5,2.7
498.8,13020,33052,msedgewebview2.exe,103.7,120.8
498.8,34932,33052,msedgewebview2.exe,42,12.8
498.8,25792,33052,msedgewebview2.exe,22.5,8.8
498.8,4360,33052,msedgewebview2.exe,200.8,145.2
504.1,26348,36732,audio-desktop.exe,50.5,14.3
504.1,33052,26348,msedgewebview2.exe,150.2,50.2
504.1,15880,26348,audio_server.exe,222.4,287
504.1,34040,33052,msedgewebview2.exe,14.2,3
504.1,18344,34040,msedgewebview2.exe,13.5,2.7
504.1,13020,33052,msedgewebview2.exe,103.7,120.8
504.1,34932,33052,msedgewebview2.exe,42,12.8
504.1,25792,33052,msedgewebview2.exe,22.5,8.8
504.1,4360,33052,msedgewebview2.exe,200.8,145.2
509.4,26348,36732,audio-desktop.exe,50.5,14.3
509.4,33052,26348,msedgewebview2.exe,150.2,50.2
509.4,15880,26348,audio_server.exe,222.4,287
509.4,34040,33052,msedgewebview2.exe,14.2,3
509.4,18344,34040,msedgewebview2.exe,13.5,2.7
509.4,13020,33052,msedgewebview2.exe,103.7,120.8
509.4,34932,33052,msedgewebview2.exe,42,12.8
509.4,25792,33052,msedgewebview2.exe,22.5,8.8
509.4,4360,33052,msedgewebview2.exe,200.8,145.2
514.6,26348,36732,audio-desktop.exe,50.5,14.3
514.6,33052,26348,msedgewebview2.exe,150.2,50.2
514.6,15880,26348,audio_server.exe,222.4,287
514.6,34040,33052,msedgewebview2.exe,14.2,3
514.6,18344,34040,msedgewebview2.exe,13.5,2.7
514.6,13020,33052,msedgewebview2.exe,103.7,120.8
514.6,34932,33052,msedgewebview2.exe,42,12.8
514.6,25792,33052,msedgewebview2.exe,22.5,8.8
514.6,4360,33052,msedgewebview2.exe,200.8,145.2
519.9,26348,36732,audio-desktop.exe,50.5,14.3
519.9,33052,26348,msedgewebview2.exe,150.1,50.1
519.9,15880,26348,audio_server.exe,222.4,287
519.9,34040,33052,msedgewebview2.exe,14.2,3
519.9,18344,34040,msedgewebview2.exe,13.5,2.7
519.9,13020,33052,msedgewebview2.exe,103.6,120.8
519.9,34932,33052,msedgewebview2.exe,42,12.8
519.9,25792,33052,msedgewebview2.exe,22.5,8.8
519.9,4360,33052,msedgewebview2.exe,200.8,145.2
525.1,26348,36732,audio-desktop.exe,50.5,14.3
525.1,33052,26348,msedgewebview2.exe,150.1,50.1
525.1,15880,26348,audio_server.exe,222.4,287
525.1,34040,33052,msedgewebview2.exe,14.2,3
525.1,18344,34040,msedgewebview2.exe,13.5,2.7
525.1,13020,33052,msedgewebview2.exe,103.7,120.8
525.1,34932,33052,msedgewebview2.exe,42,12.8
525.1,25792,33052,msedgewebview2.exe,22.5,8.8
525.1,4360,33052,msedgewebview2.exe,200.8,145.2
530.3,26348,36732,audio-desktop.exe,50.5,14.3
530.3,33052,26348,msedgewebview2.exe,150.1,50.1
530.3,15880,26348,audio_server.exe,222.4,287
530.3,34040,33052,msedgewebview2.exe,14.2,3
530.3,18344,34040,msedgewebview2.exe,13.5,2.7
530.3,13020,33052,msedgewebview2.exe,103.7,120.8
530.3,34932,33052,msedgewebview2.exe,42,12.8
530.3,25792,33052,msedgewebview2.exe,22.5,8.8
530.3,4360,33052,msedgewebview2.exe,200.8,145.2
535.6,26348,36732,audio-desktop.exe,50.5,14.3
535.6,33052,26348,msedgewebview2.exe,150.1,50.1
535.6,15880,26348,audio_server.exe,222.4,287
535.6,34040,33052,msedgewebview2.exe,14.2,3
535.6,18344,34040,msedgewebview2.exe,13.5,2.7
535.6,13020,33052,msedgewebview2.exe,103.7,120.8
535.6,34932,33052,msedgewebview2.exe,42,12.8
535.6,25792,33052,msedgewebview2.exe,22.5,8.8
535.6,4360,33052,msedgewebview2.exe,200.8,145.2
540.8,26348,36732,audio-desktop.exe,50.5,14.3
540.8,33052,26348,msedgewebview2.exe,150.1,50.1
540.8,15880,26348,audio_server.exe,222.4,287
540.8,34040,33052,msedgewebview2.exe,14.2,3
540.8,18344,34040,msedgewebview2.exe,13.5,2.7
540.8,13020,33052,msedgewebview2.exe,103.7,120.8
540.8,34932,33052,msedgewebview2.exe,42,12.8
540.8,25792,33052,msedgewebview2.exe,22.5,8.8
540.8,4360,33052,msedgewebview2.exe,200.8,145.2
546.1,26348,36732,audio-desktop.exe,50.5,14.3
546.1,33052,26348,msedgewebview2.exe,150.1,50.1
546.1,15880,26348,audio_server.exe,222.4,287
546.1,34040,33052,msedgewebview2.exe,14.2,3
546.1,18344,34040,msedgewebview2.exe,13.5,2.7
546.1,13020,33052,msedgewebview2.exe,103.7,120.8
546.1,34932,33052,msedgewebview2.exe,42,12.8
546.1,25792,33052,msedgewebview2.exe,22.5,8.8
546.1,4360,33052,msedgewebview2.exe,200.8,145.2
551.3,26348,36732,audio-desktop.exe,50.5,14.3
551.3,33052,26348,msedgewebview2.exe,150.1,50.1
551.3,15880,26348,audio_server.exe,222.4,287
551.3,34040,33052,msedgewebview2.exe,14.2,3
551.3,18344,34040,msedgewebview2.exe,13.5,2.7
551.3,13020,33052,msedgewebview2.exe,103.7,120.8
551.3,34932,33052,msedgewebview2.exe,42,12.8
551.3,25792,33052,msedgewebview2.exe,22.5,8.8
551.3,4360,33052,msedgewebview2.exe,200.8,145.2
556.5,26348,36732,audio-desktop.exe,50.5,14.3
556.5,33052,26348,msedgewebview2.exe,150.1,50.1
556.5,15880,26348,audio_server.exe,222.4,287
556.5,34040,33052,msedgewebview2.exe,14.2,3
556.5,18344,34040,msedgewebview2.exe,13.5,2.7
556.5,13020,33052,msedgewebview2.exe,103.7,120.8
556.5,34932,33052,msedgewebview2.exe,42,12.8
556.5,25792,33052,msedgewebview2.exe,22.5,8.8
556.5,4360,33052,msedgewebview2.exe,200.8,145.2
561.8,26348,36732,audio-desktop.exe,50.5,14.3
561.8,33052,26348,msedgewebview2.exe,150.1,50.1
561.8,15880,26348,audio_server.exe,222.4,287
561.8,34040,33052,msedgewebview2.exe,14.2,3
561.8,18344,34040,msedgewebview2.exe,13.5,2.7
561.8,13020,33052,msedgewebview2.exe,103.7,120.8
561.8,34932,33052,msedgewebview2.exe,42,12.8
561.8,25792,33052,msedgewebview2.exe,22.5,8.8
561.8,4360,33052,msedgewebview2.exe,200.8,145.2
567,26348,36732,audio-desktop.exe,50.5,14.3
567,33052,26348,msedgewebview2.exe,150.1,50.1
567,15880,26348,audio_server.exe,222.4,287
567,34040,33052,msedgewebview2.exe,14.2,3
567,18344,34040,msedgewebview2.exe,13.5,2.7
567,13020,33052,msedgewebview2.exe,103.7,120.8
567,34932,33052,msedgewebview2.exe,42,12.8
567,25792,33052,msedgewebview2.exe,22.5,8.8
567,4360,33052,msedgewebview2.exe,200.8,145.2
572.3,26348,36732,audio-desktop.exe,50.5,14.3
572.3,33052,26348,msedgewebview2.exe,150.1,50.1
572.3,15880,26348,audio_server.exe,222.4,287
572.3,34040,33052,msedgewebview2.exe,14.2,3
572.3,18344,34040,msedgewebview2.exe,13.5,2.7
572.3,13020,33052,msedgewebview2.exe,103.7,120.8
572.3,34932,33052,msedgewebview2.exe,42,12.8
572.3,25792,33052,msedgewebview2.exe,22.5,8.8
572.3,4360,33052,msedgewebview2.exe,200.8,145.2
577.5,26348,36732,audio-desktop.exe,50.5,14.3
577.5,33052,26348,msedgewebview2.exe,150.1,50.1
577.5,15880,26348,audio_server.exe,222.4,287
577.5,34040,33052,msedgewebview2.exe,14.2,3
577.5,18344,34040,msedgewebview2.exe,13.5,2.7
577.5,13020,33052,msedgewebview2.exe,103.7,120.8
577.5,34932,33052,msedgewebview2.exe,42,12.8
577.5,25792,33052,msedgewebview2.exe,22.5,8.8
577.5,4360,33052,msedgewebview2.exe,200.8,145.2
